ATB ID,solvent,value,error_estimate,formula,inchi
30230,water,-37.48,1.4,C4H5NO2,"InChI=1S/C4H5NO2/c1-7-4(6)2-3-5/h2H2,1H3"
30231,water,-26.74,1.08,C6H5ClO,"InChI=1S/C6H5ClO/c7-5-2-1-3-6(8)4-5/h1-4,8H"
30232,water,-13.8,0.84,C9H10F3N,"InChI=1S/C9H10F3N/c1-13(7-9(10,11)12)8-5-3-2-4-6-8/h2-6H,7H2,1H3"
30233,water,-31.94,1.39,C9H10O3,"InChI=1S/C9H10O3/c1-11-8-5-3-7(4-6-8)9(10)12-2/h3-6H,1-2H3"
30234,water,-26.86,1.36,C10H14O3,"InChI=1S/C10H14O3/c1-11-10(12-2,13-3)9-7-5-4-6-8-9/h4-8H,1-3H3"
30235,water,-45.69,1.28,C7H14N2O2S,"InChI=1S/C7H14N2O2S/c1-7(2,12-4)5-9-11-6(10)8-3/h5H,1-4H3,(H,8,10)/b9-5-"
30236,water,-13.28,1.27,C8H14O,"InChI=1S/C8H14O/c1-7(9)8-5-3-2-4-6-8/h8H,2-6H2,1H3"
30237,water,-15.54,0.91,C5H8O2,"InChI=1S/C5H8O2/c1-7-5(6)4-2-3-4/h4H,2-3H2,1H3"
30238,water,-40.31,1.29,C5H11ClO3,"InChI=1S/C5H11ClO3/c1-7-5(4-6,8-2)9-3/h4H2,1-3H3"
30239,water,-11.03,1.34,C5H8O,"InChI=1S/C5H8O/c1-4(6)5-2-3-5/h5H,2-3H2,1H3"
30240,water,-25.4,1.14,C8H10O,"InChI=1S/C8H10O/c1-2-7-4-3-5-8(9)6-7/h3-6,9H,2H2,1H3"
30241,water,-8.88,1.36,C12H10,"InChI=1S/C12H10/c1-3-9-4-2-6-11-8-7-10(5-1)12(9)11/h1-6H,7-8H2"
30242,water,-6.55,1.03,C3H3F3O2,"InChI=1S/C3H3F3O2/c1-8-2(7)3(4,5)6/h1H3"
30243,water,-20.36,0.91,C8H10O,"InChI=1S/C8H10O/c1-6-3-4-7(2)8(9)5-6/h3-5,9H,1-2H3"
30244,water,-24.67,1.05,C8H10O,"InChI=1S/C8H10O/c1-6-3-7(2)5-8(9)4-6/h3-5,9H,1-2H3"
30245,water,-10.61,0.93,C6H12O,"InChI=1S/C6H12O/c1-5(2)4-6(3)7/h5H,4H2,1-3H3"
30246,water,-22.26,1.11,C11H16O3,"InChI=1S/C11H16O3/c1-3-12-11(13-4-2)14-10-8-6-5-7-9-10/h5-9,11H,3-4H2,1-2H3"
30248,water,-70.45,1.39,C7H12ClN5,"InChI=1S/C7H12ClN5/c1-3-9-6-11-5(8)12-7(13-6)10-4-2/h9-10H,3-4H2,1-2H3"
30249,water,-5.14,0.85,C5H6S,"InChI=1S/C5H6S/c1-5-3-2-4-6-5/h2-4H,1H3"
30250,water,8.84,1.28,C9H18,"InChI=1S/C9H18/c1-3-5-7-9-8-6-4-2/h3H,1,4-9H2,2H3"
30251,water,-37.96,1.32,C8H7NO4,"InChI=1S/C8H7NO4/c1-13-8(10)6-2-4-7(5-3-6)9(11)12/h2-5H,1H3"
30253,water,-5.4,1.21,C8H7F3O,"InChI=1S/C8H7F3O/c9-7(10)8(11)12-6-4-2-1-3-5-6/h1-5,7-8H/t8-/m0/s1"
30254,water,-0.52,1.06,C10H14,"InChI=1S/C10H14/c1-9(2)8-10-6-4-3-5-7-10/h3-7,9H,8H2,1-2H3"
30255,water,-21.88,1.19,C9H10O2,"InChI=1S/C9H10O2/c1-2-11-9(10)8-6-4-3-5-7-8/h3-7H,2H2,1H3"
30257,water,-7.02,1.14,C4H8O,"InChI=1S/C4H8O/c1-4(2)3-5/h3-4H,1-2H3"
30259,water,13.2,1.47,C3F6,"InChI=1S/C3F6/c4-1(2(5)6)3(7,8)9"
30260,water,-22.58,0.97,C8H10O,"InChI=1S/C8H10O/c1-6-4-3-5-8(9)7(6)2/h3-5,9H,1-2H3"
30261,water,-56.05,1.35,C10H19N5S,"InChI=1S/C10H19N5S/c1-6-11-7-12-8(15-10(2,3)4)14-9(13-7)16-5/h11,15H,6H2,1-5H3"
30262,water,-29.59,1.19,C9H12O,"InChI=1S/C9H12O/c10-8-4-7-9-5-2-1-3-6-9/h1-3,5-6,10H,4,7-8H2"
30263,water,-41.35,1.08,C6H11NO3,"InChI=1S/C6H11NO3/c1-8-6(9-2,10-3)4-5-7/h4H2,1-3H3"
30264,water,8.07,0.76,C7H14,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3H,1,4-7H2,2H3"
30265,water,-28.9,1.16,C4H10O3,"InChI=1S/C4H10O3/c1-5-4(6-2)7-3/h4H,1-3H3"
30266,water,-12.82,1.22,C7H17N,"InChI=1S/C7H17N/c1-2-3-4-5-6-7-8/h2-8H2,1H3"
30267,water,-19.2,0.81,C8H8O,"InChI=1S/C8H8O/c1-7-2-4-8(6-9)5-3-7/h2-6H,1H3"
30268,water,8.86,1.23,C10H20,"InChI=1S/C10H20/c1-2-3-4-7-10-8-5-6-9-10/h10H,2-9H2,1H3"
30269,water,-24.64,1.37,C10H9N,"InChI=1S/C10H9N/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,11H2"
30307,water,-10.11,0.99,C6H14S,"InChI=1S/C6H14S/c1-5(2)7-6(3)4/h5-6H,1-4H3"
30308,water,-35.14,1.14,C12H14Cl3O4P,"InChI=1S/C12H14Cl3O4P/c1-3-17-20(16,18-4-2)19-12(8-13)10-6-5-9(14)7-11(10)15/h5-8H,3-4H2,1-2H3/b12-8+"
30315,water,-44.08,1.32,C4H8Cl3O4P,"InChI=1S/C4H8Cl3O4P/c1-10-12(9,11-2)3(8)4(5,6)7/h3,8H,1-2H3/t3-/m1/s1"
30317,water,-32.37,1.29,C6H10O4,"InChI=1S/C6H10O4/c1-5(7)9-3-4-10-6(2)8/h3-4H2,1-2H3"
30318,water,-31.64,1.1,C11H16ClO2PS3,"InChI=1S/C11H18ClO2PS3/c1-3-13-15(16,14-4-2)18-9-17-11-7-5-10(12)6-8-11/h5-8,15-16H,3-4,9H2,1-2H3"
30320,water,-14.49,1.1,C6H12O2,"InChI=1S/C6H12O2/c1-6(2)3-4-8-5-7/h5-6H,3-4H2,1-2H3"
30321,water,-8.3,1.48,C12H9Cl,"InChI=1S/C12H9Cl/c13-12-9-5-4-8-11(12)10-6-2-1-3-7-10/h1-9H"
30326,water,-33.17,1.47,C7H17O2PS3,"InChI=1S/C7H19O2PS3/c1-4-8-10(11,9-5-2)13-7-12-6-3/h10-11H,4-7H2,1-3H3"
30328,water,-38.21,0.99,C15H13FO2,"InChI=1S/C15H13FO2/c1-10(15(17)18)12-7-8-13(14(16)9-12)11-5-3-2-4-6-11/h2-10H,1H3,(H,17,18)/t10-/m0/s1"
30337,water,-17.08,0.99,C6H14O2,"InChI=1S/C6H14O2/c1-4-7-6(3)8-5-2/h6H,4-5H2,1-3H3"
30342,water,9.44,1.13,C7H16,"InChI=1S/C7H16/c1-5-7(4)6(2)3/h6-7H,5H2,1-4H3/t7-/m1/s1"
30343,water,-12.22,1.19,C4H8O2,"InChI=1S/C4H8O2/c1-4(2)6-3-5/h3-4H,1-2H3"
30348,water,-24.08,1.05,C7H14O,"InChI=1S/C7H14O/c8-7-5-3-1-2-4-6-7/h7-8H,1-6H2"
30349,water,-39.31,1.42,C12H21N2O3PS,"InChI=1S/C12H24N2O3PS/c1-6-15-18(19,16-7-2)17-11-8-10(5)13-12(14-11)9(3)4/h9,18-19H,6-8H2,1-5H3"
30351,water,6.98,0.95,C8H16,"InChI=1S/C8H16/c1-7-5-3-4-6-8(7)2/h7-8H,3-6H2,1-2H3/t7-,8+"
30352,water,-34.51,1.19,C14H20ClNO2,"InChI=1S/C14H20ClNO2/c1-4-11-7-6-8-12(5-2)14(11)16(10-18-3)13(17)9-15/h6-8H,4-5,9-10H2,1-3H3"
30353,water,-54.78,1.06,C14H17ClNO4PS2,"InChI=1S/C14H19ClNO4PS2/c1-3-19-21(22,20-4-2)23-12(9-15)16-13(17)10-7-5-6-8-11(10)14(16)18/h5-8,12,21-22H,3-4,9H2,1-2H3/t12-/m0/s1"
30359,water,-18.95,0.98,C5H12O,"InChI=1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3/t5-/m1/s1"
30360,water,-51.81,1.15,C8H10NO5PS,"InChI=1S/C8H12NO5PS/c1-12-15(16,13-2)14-8-5-3-7(4-6-8)9(10)11/h3-6,15-16H,1-2H3"
30367,water,-18.94,1.01,C4H10O,"InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3"
30369,water,-13.62,0.88,C5H10O2,"InChI=1S/C5H10O2/c1-5(2)3-7-4-6/h4-5H,3H2,1-2H3"
30370,water,-12.55,0.8,C6H12O2,"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3"
30372,water,-33.21,0.93,C2H4N2O6,"InChI=1S/C2H4N2O6/c5-3(6)9-1-2-10-4(7)8/h1-2H2"
30373,water,-21.22,1.38,C13H16F3N3O4,"InChI=1S/C13H16F3N3O4/c1-3-5-17(6-4-2)12-10(18(20)21)7-9(13(14,15)16)8-11(12)19(22)23/h7-8H,3-6H2,1-2H3"
30379,water,-12.54,1.3,C3H6Cl2,"InChI=1S/C3H6Cl2/c4-2-1-3-5/h1-3H2"
30381,water,-13.91,1.39,C4H9NO3,"InChI=1S/C4H9NO3/c1-4(2)3-8-5(6)7/h4H,3H2,1-2H3"
30388,water,-26.71,0.94,C14H16F3N3O4,"InChI=1S/C14H16F3N3O4/c1-2-5-18(8-9-3-4-9)13-11(19(21)22)6-10(14(15,16)17)7-12(13)20(23)24/h6-7,9H,2-5,8H2,1H3"
30390,water,-2.74,0.61,C4H9Cl,"InChI=1S/C4H9Cl/c1-3-4(2)5/h4H,3H2,1-2H3/t4-/m0/s1"
30393,water,6.63,0.59,C5H10,"InChI=1S/C5H10/c1-3-5-4-2/h3H,1,4-5H2,2H3"
30393,hexane,-12.65,1.38,C5H10,"InChI=1S/C5H10/c1-3-5-4-2/h3H,1,4-5H2,2H3"
30394,water,-48.46,1.45,C9H10O3,"InChI=1S/C9H10O3/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6,10H,2H2,1H3"
30395,water,-8.34,1.31,C4H10O,"InChI=1S/C4H10O/c1-4(2)5-3/h4H,1-3H3"
30397,water,-46.36,1.38,C12H15NO3,"InChI=1S/C12H15NO3/c1-12(2)7-8-5-4-6-9(10(8)16-12)15-11(14)13-3/h4-6H,7H2,1-3H3,(H,13,14)"
30398,water,-10.3,0.68,C5H10O,"InChI=1S/C5H10O/c1-2-3-4-5-6/h5H,2-4H2,1H3"
30398,hexane,-17.73,1.24,C5H10O,"InChI=1S/C5H10O/c1-2-3-4-5-6/h5H,2-4H2,1H3"
30405,water,-21.45,1.07,C5H12O,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3"
30405,hexane,-17.41,0.7,C5H12O,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3"
30409,water,-44.44,1.2,C3H9O4P,"InChI=1S/C3H9O4P/c1-5-8(4,6-2)7-3/h1-3H3"
30409,hexane,-38.23,1.03,C3H9O4P,"InChI=1S/C3H9O4P/c1-5-8(4,6-2)7-3/h1-3H3"
30410,water,5.98,1.26,C4H8,"InChI=1S/C4H8/c1-3-4-2/h3H,1,4H2,2H3"
30410,hexane,-9.71,1.44,C4H8,"InChI=1S/C4H8/c1-3-4-2/h3H,1,4H2,2H3"
30411,water,-10.85,1.31,C4H8O,"InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3"
30411,hexane,-14.1,1.47,C4H8O,"InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3"
30413,water,-21.3,0.97,C4H10O,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3"
30413,hexane,-14.36,1.18,C4H10O,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3"
30418,water,-20.48,1.23,C7H16O,"InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3"
30418,hexane,-22.78,0.8,C7H16O,"InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3"
30419,water,-7.27,1.33,C8H16O,"InChI=1S/C8H16O/c1-2-3-4-5-6-7-8-9/h8H,2-7H2,1H3"
30419,hexane,-26.06,0.93,C8H16O,"InChI=1S/C8H16O/c1-2-3-4-5-6-7-8-9/h8H,2-7H2,1H3"
30420,water,-13.49,0.63,C7H9N,"InChI=1S/C7H10N/c1-2-7-5-3-4-6-8-7/h3,5-6H,2,4H2,1H3"
30422,water,-12.56,0.9,C3H5F3O,"InChI=1S/C3H5F3O/c1-2(7)3(4,5)6/h2,7H,1H3/t2-/m0/s1"
30423,water,-17.18,1.0,C4H11N,"InChI=1S/C4H11N/c1-2-3-4-5/h2-5H2,1H3"
30423,hexane,-15.51,1.09,C4H11N,"InChI=1S/C4H11N/c1-2-3-4-5/h2-5H2,1H3"
30424,water,-43.85,0.46,C2H6O2,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2"
30424,hexane,-12.41,0.97,C2H6O2,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2"
30426,water,-7.65,1.42,C7H14O,"InChI=1S/C7H14O/c1-2-3-4-5-6-7-8/h7H,2-6H2,1H3"
30427,water,-9.4,0.91,C6H12O,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3"
30428,water,6.93,1.05,C8H16,"InChI=1S/C8H16/c1-3-5-7-8-6-4-2/h3H,1,4-8H2,2H3"
30429,water,-14.86,0.98,C6H14O2,"InChI=1S/C6H14O2/c1-3-7-5-6-8-4-2/h3-6H2,1-2H3"
30430,water,8.2,0.98,C6H10,"InChI=1S/C6H10/c1-5(2)6(3)4/h1,3H2,2,4H3"
30432,water,-6.93,1.42,C9H18O,"InChI=1S/C9H18O/c1-2-3-4-5-6-7-8-9-10/h9H,2-8H2,1H3"
30434,water,-23.26,1.0,C3H6O,"InChI=1S/C3H6O/c1-2-3-4/h2,4H,1,3H2"
30434,hexane,-10.13,1.14,C3H6O,"InChI=1S/C3H6O/c1-2-3-4/h2,4H,1,3H2"
30435,water,-77.0,1.34,C11H13F3N4O4,"InChI=1S/C11H13F3N4O4/c1-3-16(4-2)9-7(17(19)20)5-6(11(12,13)14)8(15)10(9)18(21)22/h5H,3-4,15H2,1-2H3"
30437,water,-60.48,1.22,C9H13ClN2O2,"InChI=1S/C9H13ClN2O2/c1-5-6(10)7(13)12(8(14)11-5)9(2,3)4/h1-4H3,(H,11,14)"
30441,water,-26.15,1.42,C5H10O,"InChI=1S/C5H10O/c6-5-3-1-2-4-5/h5-6H,1-4H2"
30441,hexane,-16.78,1.07,C5H10O,"InChI=1S/C5H10O/c6-5-3-1-2-4-5/h5-6H,1-4H2"
30446,water,-0.74,0.53,C10H14,"InChI=1S/C10H14/c1-3-9(2)10-7-5-4-6-8-10/h4-9H,3H2,1-2H3/t9-/m0/s1"
30466,water,-46.06,0.86,C11H14O3,"InChI=1S/C11H14O3/c1-2-3-8-14-11(13)9-4-6-10(12)7-5-9/h4-7,12H,2-3,8H2,1H3"
30467,water,-47.72,1.22,C7H5NO,"InChI=1S/C7H5NO/c8-5-6-2-1-3-7(9)4-6/h1-4,9H"
30469,water,-20.6,1.35,C9H20O,"InChI=1S/C9H20O/c1-2-3-4-5-6-7-8-9-10/h10H,2-9H2,1H3"
30470,water,-31.8,0.83,C8H10O,"InChI=1S/C8H10O/c9-7-6-8-4-2-1-3-5-8/h1-5,9H,6-7H2"
30471,water,-16.88,1.23,C10H21NOS,"InChI=1S/C10H21NOS/c1-4-7-11(8-5-2)10(12)13-9-6-3/h4-9H2,1-3H3"
30472,water,-47.56,1.25,C10H12O3,"InChI=1S/C10H12O3/c1-2-7-13-10(12)8-3-5-9(11)6-4-8/h3-6,11H,2,7H2,1H3"
30473,water,-18.17,0.99,C6H8N2,"InChI=1S/C6H8N2/c1-2-6-5-7-3-4-8-6/h3-5H,2H2,1H3"
30473,hexane,-27.6,1.08,C6H8N2,"InChI=1S/C6H8N2/c1-2-6-5-7-3-4-8-6/h3-5H,2H2,1H3"
30478,water,-15.26,0.83,C5H13N,"InChI=1S/C5H13N/c1-2-3-4-5-6/h2-6H2,1H3"
30478,hexane,-16.93,1.38,C5H13N,"InChI=1S/C5H13N/c1-2-3-4-5-6/h2-6H2,1H3"
30480,water,-13.34,0.91,C3H5F3O,"InChI=1S/C3H5F3O/c1-2(7)3(4,5)6/h2,7H,1H3/t2-/m1/s1"
30483,water,-16.42,1.33,C2H7N,"InChI=1S/C2H7N/c1-2-3/h2-3H2,1H3"
30483,hexane,-7.84,1.09,C2H7N,"InChI=1S/C2H7N/c1-2-3/h2-3H2,1H3"
30486,water,-12.59,0.9,C6H15N,"InChI=1S/C6H15N/c1-2-3-4-5-6-7/h2-7H2,1H3"
30490,water,-47.93,0.99,C8H8O3,"InChI=1S/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3"
30491,water,-36.29,1.08,C7H8O2,"InChI=1S/C7H8O2/c1-9-7-4-2-3-6(8)5-7/h2-5,8H,1H3"
30493,water,-14.7,0.81,C3H9N,"InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3"
30493,hexane,-10.23,1.33,C3H9N,"InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3"
30496,water,-43.04,0.93,C7H7NO,"InChI=1S/C7H7NO/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H2,8,9)"
30496,hexane,-23.71,1.38,C7H7NO,"InChI=1S/C7H7NO/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H2,8,9)"
30497,water,-16.55,0.83,C5H11N,"InChI=1S/C5H11N/c1-2-4-6-5-3-1/h6H,1-5H2"
30501,water,-52.1,1.17,C9H12N2O,"InChI=1S/C9H12N2O/c1-11(2)9(12)10-8-6-4-3-5-7-8/h3-7H,1-2H3,(H,10,12)"
30505,water,-5.69,1.3,C3H5Cl,"InChI=1S/C3H5Cl/c1-2-3-4/h2H,1,3H2"
30505,hexane,-13.25,1.22,C3H5Cl,"InChI=1S/C3H5Cl/c1-2-3-4/h2H,1,3H2"
30508,water,-42.76,1.44,C7H6O2,"InChI=1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H"
30508,hexane,-25.99,0.77,C7H6O2,"InChI=1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H"
30511,water,-14.41,1.12,C8H19N,"InChI=1S/C8H19N/c1-2-3-4-5-6-7-8-9/h2-9H2,1H3"
30512,water,-20.89,1.12,C8H18O,"InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3"
30512,hexane,-26.88,0.95,C8H18O,"InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3"
30547,water,-56.43,1.37,C8H9NO2,"InChI=1S/C8H9NO2/c1-6(10)9-7-3-2-4-8(11)5-7/h2-5,11H,1H3,(H,9,10)"
30553,water,-49.47,1.32,C9H13O3PS2,"InChI=1S/C9H15O3PS2/c1-7-6-8(4-5-9(7)15-3)12-13(10,14)11-2/h4-6,10,13-14H,1-3H3"
30561,water,-42.89,1.12,C8H8O3,"InChI=1S/C8H8O3/c1-11-7-4-2-3-6(5-7)8(9)10/h2-5H,1H3,(H,9,10)"
30598,water,-2.4,0.83,H3P,"InChI=1S/H3P/h1H3"
30612,water,-114.6,1.19,C12H13N5O6S2,"InChI=1S/C12H13N5O6S2/c1-6-13-10(16-12(14-6)23-3)15-11(19)17-25(20,21)7-4-5-24-8(7)9(18)22-2/h4-5H,1-3H3,(H2,15,17,19)"
30615,water,-36.2,1.45,CH6N2,"InChI=1S/CH6N2/c1-3-2/h3H,2H2,1H3"
30624,water,-50.35,0.87,C15H14NO2PS,"InChI=1S/C15H16NO2PS/c1-2-17-19(20,15-6-4-3-5-7-15)18-14-10-8-13(12-16)9-11-14/h3-11,19-20H,2H2,1H3"
30652,water,-46.03,1.03,C8H8O3,"InChI=1S/C8H8O3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3,(H,9,10)"
30694,water,-11.8,1.09,C2H6O2,"InChI=1S/C2H6O2/c1-2-4-3/h3H,2H2,1H3"
30695,water,-14.14,0.86,CH4O2,"InChI=1S/CH4O2/c1-3-2/h2H,1H3"
30824,water,-53.38,1.2,C6H8N2O2,"InChI=1S/C6H8N2O2/c1-4-3-8(2)6(10)7-5(4)9/h3H,1-2H3,(H,7,9,10)"
30887,water,-56.99,0.91,C3H8O3,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2"
31148,water,-25.32,1.34,C7H8O,"InChI=1S/C7H8O/c1-6-4-2-3-5-7(6)8/h2-5,8H,1H3"
31148,hexane,-22.73,1.01,C7H8O,"InChI=1S/C7H8O/c1-6-4-2-3-5-7(6)8/h2-5,8H,1H3"
32374,water,-75.65,0.91,C5H10O5,"InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3+,4-,5+/m1/s1"
32654,water,-30.39,1.28,C5H10O2,"InChI=1S/C5H10O2/c1-4(2)3-5(6)7/h4H,3H2,1-2H3,(H,6,7)"
35692,water,-18.31,0.79,C6H13N,"InChI=1S/C6H13N/c7-6-4-2-1-3-5-6/h6H,1-5,7H2"
36886,water,-99.21,1.08,C6H14O6,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1"
37388,water,-20.05,1.32,C5H12O,"InChI=1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3/t5-/m0/s1"
39435,water,-36.66,0.92,C7H13NO,"InChI=1S/C7H13NO/c1-7(9)8-5-3-2-4-6-8/h2-6H2,1H3"
42488,water,-64.74,1.39,C6H3Cl3N2O2,"InChI=1S/C6H4Cl3N2O2/c7-1-3(10)2(8)5(9)11-4(1)6(12)13/h1H,10H2,(H,12,13)"
46916,water,-32.02,1.34,C9H11Cl3NO3PS,"InChI=1S/C9H14Cl3NO3PS/c1-3-14-17(18,15-4-2)16-9-7(11)5-6(10)8(12)13-9/h5-6,17-18H,3-4H2,1-2H3"
48262,water,-24.4,1.31,C10H9N,"InChI=1S/C10H9N/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,11H2"
48906,water,-50.0,1.25,C4H8Cl3O4P,"InChI=1S/C4H8Cl3O4P/c1-10-12(9,11-2)3(8)4(5,6)7/h3,8H,1-2H3/t3-/m0/s1"
102066,water,-38.4,1.36,C2H5NO,"InChI=1/C2H5NO/c1-2(3)4/h1H3,(H2,3,4)/f/h3H2"
102066,hexane,-11.22,1.2,C2H5NO,"InChI=1/C2H5NO/c1-2(3)4/h1H3,(H2,3,4)/f/h3H2"
102073,water,-53.2,0.48,CH4N2O,"InChI=1S/CH4N2O/c2-1(3)4/h(H4,2,3,4)"
102073,hexane,-11.17,1.24,CH4N2O,"InChI=1S/CH4N2O/c2-1(3)4/h(H4,2,3,4)"
103297,water,-48.33,1.41,C7H14N2O2S,"InChI=1S/C7H16N2O2S/c1-7(2,12-4)5-9-11-6(10)8-3/h9H,5H2,1-4H3,(H,8,10)"
121093,water,-59.65,1.23,C9H13BrN2O2,"InChI=1S/C9H13BrN2O2/c1-4-5(2)12-8(13)7(10)6(3)11-9(12)14/h5H,4H2,1-3H3,(H,11,14)/t5-/m0/s1"
181152,water,-19.65,1.05,C10H20O,"InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3/t8-,9+,10-/m1/s1"
228665,water,-50.74,0.87,C16H14O3,"InChI=1S/C16H14O3/c1-11(16(18)19)13-8-5-9-14(10-13)15(17)12-6-3-2-4-7-12/h2-11H,1H3,(H,18,19)/t11-/m0/s1"
273097,water,-4.64,1.17,C5H11Cl,"InChI=1S/C5H11Cl/c1-4-5(2,3)6/h4H2,1-3H3"
276198,water,-12.69,1.38,C12H8Cl2,"InChI=1S/C12H8Cl2/c13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)14/h1-8H"
276198,hexane,-41.57,0.84,C12H8Cl2,"InChI=1S/C12H8Cl2/c13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)14/h1-8H"
302813,water,-49.62,1.32,C8H9NO2,"InChI=1S/C8H9NO2/c1-6(10)9-7-4-2-3-5-8(7)11/h2-5,11H,1H3,(H,9,10)"
312302,water,-0.61,1.41,C5H6,"InChI=1S/C5H6/c1-3-5-4-2/h1,4H,2,5H2"
